"date"	"landscape"	"meta"	"type"	"sample"	"x.value"	"y.value"	"habitat"	"habitat.bi"	"age"	"volume"	"euplotes"	"paramecium"	"blepharisma"	"colpidium"	"rotifer"	"vorticella"	"chilomonas"	"counter"	"eu_density"	"para_density"	"bleph_density"	"colp_density"	"rot_density"	"vort_density"	"chilo_density"
"35"	"4/20/15"	1	1	"E"	35	6	2	"D"	1	9	1	0	0	80	0	8	0	10	"sec"	0	0	80	0	8	0	10
"36"	"4/20/15"	1	1	"E"	36	6	1	"C"	0	4	1	0	0	0	4	0	66	0	"EJR"	0	0	0	4	0	66	0
"37"	"4/20/15"	1	2	"A"	2	1	5	"C"	0	11	1	0	2	0	0	94	176	0	"sec"	0	2	0	0	94	176	0
"38"	"4/20/15"	1	2	"A"	3	1	4	"D"	1	4	1	0	0	224	0	5	47	0	"EJR"	0	0	224	0	5	47	0
"39"	"4/20/15"	1	2	"A"	4	1	3	"D"	1	1	1	0	0	10	36	0	138	10000	"EJR"	0	0	10	36	0	138	10000
"40"	"4/20/15"	1	2	"A"	5	1	2	"D"	1	11	1	0	0	106	0	37	35	0	"EJR"	0	0	106	0	37	35	0
"41"	"4/20/15"	1	2	"A"	6	1	1	"D"	1	7	1	0	0	142	0	12	36	0	"EJR"	0	0	142	0	12	36	0
"42"	"4/20/15"	1	2	"A"	7	2	6	"D"	1	1	1	2	292	0	1050	0	36	0	"EJR"	2	292	0	1050	0	36	0
"43"	"4/20/15"	1	2	"A"	8	2	5	"D"	1	5	1	4	182	4	1390	1	2	0	"EJR"	4	182	4	1390	1	2	0
"44"	"4/20/15"	1	2	"A"	9	2	4	"D"	1	4	1	184	980	56	2260	0	1	0	"EJR"	184	980	56	2260	0	1	0
"45"	"4/20/15"	1	2	"A"	10	2	3	"D"	1	7	1	2	0	262	0	20	12	0	"EJR"	2	0	262	0	20	12	0
"46"	"4/20/15"	1	2	"A"	11	2	2	"C"	0	11	1	0	0	0	0	88	174	0	"sec"	0	0	0	0	88	174	0
"47"	"4/20/15"	1	2	"A"	12	2	1	"D"	1	10	2	0	0	0	0	2	19	0	"EJR"	0	0	0	0	1	9.5	0
"48"	"4/20/15"	1	2	"A"	13	3	6	"C"	0	2	1	0	42	8	0	0	156	0	"sec"	0	42	8	0	0	156	0
"49"	"4/20/15"	1	2	"A"	14	3	5	"D"	1	1	1	0	330	1	1	0	34	100000	"EJR"	0	330	1	1	0	34	1e+05
"50"	"4/20/15"	1	2	"A"	15	3	4	"C"	0	3	1	0	136	0	0	0	8	0	"sec"	0	136	0	0	0	8	0
"51"	"4/20/15"	1	2	"A"	16	3	3	"D"	1	11	1	2	2	350	0	61	3	0	"EJR"	2	2	350	0	61	3	0
"52"	"4/20/15"	1	2	"A"	17	3	2	"D"	1	8	1	0	0	220	0	0	50	0	"EJR"	0	0	220	0	0	50	0
"53"	"4/20/15"	1	2	"A"	18	3	1	"D"	1	2	1	16	42	152	698	0	36	1000	"sec"	16	42	152	698	0	36	1000
"54"	"4/20/15"	1	2	"A"	19	4	6	"D"	1	3	1	0	32	40	0	0	160	1000	"sec"	0	32	40	0	0	160	1000
"55"	"4/20/15"	1	2	"A"	20	4	5	"C"	0	1	1	0	2	4	0	0	16	0	"sec"	0	2	4	0	0	16	0
"56"	"4/20/15"	1	2	"A"	21	4	4	"D"	1	2	1	0	60	72	438	0	44	1000	"sec"	0	60	72	438	0	44	1000
"57"	"4/20/15"	1	2	"A"	22	4	3	"D"	1	3	1	0	172	120	586	0	38	1000	"sec"	0	172	120	586	0	38	1000
"58"	"4/20/15"	1	2	"A"	23	4	2	"C"	0	6	1	0	34	2	0	0	32	0	"sec"	0	34	2	0	0	32	0
"59"	"4/20/15"	1	2	"A"	24	4	1	"D"	1	1	1	0	108	0	184	0	24	1000	"sec"	0	108	0	184	0	24	1000
"60"	"4/20/15"	1	2	"A"	25	5	6	"C"	0	1	1	0	20	2	0	0	10	0	"sec"	0	20	2	0	0	10	0
"61"	"4/20/15"	1	2	"A"	26	5	5	"C"	0	7	1	0	765	0	0	0	58	0	"sec"	0	765	0	0	0	58	0
"62"	"4/20/15"	1	2	"A"	27	5	4	"D"	1	3	1	0	481	0	0	0	36	1000	"sec"	0	481	0	0	0	36	1000
"63"	"4/20/15"	1	2	"A"	28	5	3	"C"	0	2	1	0	94	4	0	0	42	0	"sec"	0	94	4	0	0	42	0
"64"	"4/20/15"	1	2	"A"	29	5	2	"D"	1	2	1	0	30	0	188	0	94	10000	"sec"	0	30	0	188	0	94	10000
"65"	"4/20/15"	1	2	"A"	30	5	1	"D"	1	4	1	0	2	0	574	0	12	10000	"sec"	0	2	0	574	0	12	10000
"66"	"4/20/15"	1	2	"A"	31	6	6	"C"	0	5	1	0	20	100	0	0	44	0	"sec"	0	20	100	0	0	44	0
"67"	"4/20/15"	1	2	"A"	32	6	5	"D"	1	9	1	0	4	236	2	0	16	10	"sec"	0	4	236	2	0	16	10
"68"	"4/20/15"	1	2	"A"	33	6	4	"D"	1	2	1	28	254	10	416	0	6	1000	"sec"	28	254	10	416	0	6	1000
"69"	"4/20/15"	1	2	"A"	34	6	3	"D"	1	6	1	8	68	50	454	0	12	100	"sec"	8	68	50	454	0	12	100
"70"	"4/20/15"	1	2	"A"	35	6	2	"D"	1	9	1	30	0	252	4	0	10	10	"sec"	30	0	252	4	0	10	10
"71"	"4/20/15"	1	2	"A"	36	6	1	"C"	0	4	1	0	36	14	0	0	6	0	"sec"	0	36	14	0	0	6	0
"72"	"4/20/15"	1	3	"C"	1	1	6	"C"	0	11	1	0	0	0	0	20	146	0	"sec"	0	0	0	0	20	146	0
"73"	"4/20/15"	1	3	"C"	2	1	5	"C"	0	11	1	0	2	0	0	88	90	0	"sec"	0	2	0	0	88	90	0
"74"	"4/20/15"	1	3	"C"	3	1	4	"D"	1	4	1	60	168	96	1810	0	26	100	"EJR"	60	168	96	1810	0	26	100
"75"	"4/20/15"	1	3	"C"	4	1	3	"D"	1	1	1	0	0	3	568	0	22	0	"EJR"	0	0	3	568	0	22	0
"76"	"4/20/15"	1	3	"C"	5	1	2	"D"	1	11	1	0	0	42	0	0	0	0	"EJR"	0	0	42	0	0	0	0
"77"	"4/20/15"	1	3	"C"	6	1	1	"D"	1	7	1	0	1	90	872	0	14	0	"EJR"	0	1	90	872	0	14	0
"78"	"4/20/15"	1	3	"C"	7	2	6	"D"	1	1	1	3	5	1	76	0	40	1000	"sec"	3	5	1	76	0	40	1000
"79"	"4/21/15"	1	3	"C"	8	2	5	"D"	1	5	1	50	442	60	1500	0	3	0	"sec"	50	442	60	1500	0	3	0
"80"	"4/21/15"	1	3	"C"	9	2	4	"D"	1	4	1	62	162	7	1365	0	54	1000	"sec"	62	162	7	1365	0	54	1000
"81"	"4/21/15"	1	3	"C"	10	2	3	"D"	1	7	1	0	294	12	390	8	44	10	"sec"	0	294	12	390	8	44	10
"82"	"4/20/15"	1	3	"C"	11	2	2	"C"	0	11	1	0	0	0	0	4	90	0	"sec"	0	0	0	0	4	90	0
"83"	"4/21/15"	1	3	"C"	12	2	1	"D"	1	10	1	0	0	0	0	0	15	100	"sec"	0	0	0	0	0	15	100
"84"	"4/20/15"	1	3	"C"	13	3	6	"C"	0	2	1	0	638	0	0	0	60	0	"sec"	0	638	0	0	0	60	0
"85"	"4/21/15"	1	3	"C"	14	3	5	"D"	1	1	1	0	452	0	0	0	16	1000	"sec"	0	452	0	0	0	16	1000
"86"	"4/20/15"	1	3	"C"	15	3	4	"C"	0	3	1	0	282	0	0	0	0	0	"sec"	0	282	0	0	0	0	0
"87"	"4/21/15"	1	3	"C"	16	3	3	"D"	1	11	1	0	1	90	10	22	10	100	"sec"	0	1	90	10	22	10	100
"88"	"4/21/15"	1	3	"C"	17	3	2	"D"	1	8	1	0	2	350	0	19	9	0	"sec"	0	2	350	0	19	9	0
"89"	"4/21/15"	1	3	"C"	18	3	1	"D"	1	2	1	124	0	230	194	5	125	100	"sec"	124	0	230	194	5	125	100
"90"	"4/21/15"	1	3	"C"	19	4	6	"D"	1	3	1	0	22	0	0	0	102	10000	"sec"	0	22	0	0	0	102	10000
"91"	"4/20/15"	1	3	"C"	20	4	5	"C"	0	1	1	0	18	0	0	0	21	0	"sec"	0	18	0	0	0	21	0
"92"	"4/21/15"	1	3	"C"	21	4	4	"D"	1	2	1	44	460	18	34	0	20	10000	"sec"	44	460	18	34	0	20	10000
"93"	"4/21/15"	1	3	"C"	22	4	3	"D"	1	3	1	36	472	12	12	0	11	1000	"sec"	36	472	12	12	0	11	1000
"94"	"4/20/15"	1	3	"C"	23	4	2	"C"	0	6	1	2	336	12	0	0	36	0	"sec"	2	336	12	0	0	36	0
"95"	"4/21/15"	1	3	"C"	24	4	1	"D"	1	1	1	0	4	0	0	0	116	10	"sec"	0	4	0	0	0	116	10
"96"	"4/20/15"	1	3	"C"	25	5	6	"C"	0	1	1	0	0	0	0	0	11	0	"sec"	0	0	0	0	0	11	0
"97"	"4/20/15"	1	3	"C"	26	5	5	"C"	0	7	1	0	24	20	0	0	204	0	"sec"	0	24	20	0	0	204	0
"98"	"4/21/15"	1	3	"C"	27	5	4	"D"	1	3	1	0	0	0	0	0	250	1000	"sec"	0	0	0	0	0	250	1000
"99"	"4/21/15"	1	3	"C"	29	5	2	"D"	1	2	1	0	6	0	1180	0	32	10000	"sec"	0	6	0	1180	0	32	10000
"100"	"4/21/15"	1	3	"C"	30	5	1	"D"	1	4	1	0	0	0	1210	0	0	10000	"sec"	0	0	0	1210	0	0	10000
"101"	"4/20/15"	1	3	"C"	31	6	6	"C"	0	5	1	0	80	0	0	0	36	0	"sec"	0	80	0	0	0	36	0
"102"	"4/21/15"	1	3	"C"	32	6	5	"D"	1	9	1	0	0	42	0	0	0	10	"sec"	0	0	42	0	0	0	10
"103"	"4/21/15"	1	3	"C"	33	6	4	"D"	1	2	1	8	0	0	925	0	58	100	"sec"	8	0	0	925	0	58	100
"104"	"4/21/15"	1	3	"C"	34	6	3	"D"	1	6	1	0	0	68	10	0	1	10	"sec"	0	0	68	10	0	1	10
"105"	"4/21/15"	1	3	"C"	35	6	2	"D"	1	9	1	0	0	90	0	0	2	0	"sec"	0	0	90	0	0	2	0
"106"	"4/20/15"	1	3	"C"	36	6	1	"C"	0	4	1	0	14	0	0	0	42	0	"sec"	0	14	0	0	0	42	0
"107"	"4/20/15"	1	4	"D"	1	1	6	"C"	0	11	1	0	52	0	0	17	41	0	"EJR"	0	52	0	0	17	41	0
"108"	"4/20/15"	1	4	"D"	2	1	5	"C"	0	11	1	0	4	0	0	10	156	0	"EJR"	0	4	0	0	10	156	0
"109"	"4/21/15"	1	4	"D"	3	1	4	"D"	1	4	1	40	0	11	1915	0	56	0	"EJR"	40	0	11	1915	0	56	0
"110"	"4/21/15"	1	4	"D"	4	1	3	"D"	1	1	1	11	262	3	1185	12	4	10000	"EJR"	11	262	3	1185	12	4	10000
"111"	"4/21/15"	1	4	"D"	5	1	2	"D"	1	11	1	0	3	180	0	102	4	0	"EJR"	0	3	180	0	102	4	0
"112"	"4/21/15"	1	4	"D"	6	1	1	"D"	1	7	1	0	0	102	0	10	8	0	"EJR"	0	0	102	0	10	8	0
"113"	"4/21/15"	1	4	"D"	7	2	6	"D"	1	1	1	8	220	2	280	0	0	10	"EJR"	8	220	2	280	0	0	10
"114"	"4/21/15"	1	4	"D"	8	2	5	"D"	1	5	1	6	336	21	2030	5	4	100	"EJR"	6	336	21	2030	5	4	100
"115"	"4/21/15"	1	4	"D"	9	2	4	"D"	1	4	1	2	218	138	800	13	15	0	"EJR"	2	218	138	800	13	15	0
"116"	"4/21/15"	1	4	"D"	10	2	3	"D"	1	7	1	8	1140	9	1540	118	0	0	"EJR"	8	1140	9	1540	118	0	0
"117"	"4/20/15"	1	4	"D"	11	2	2	"C"	0	11	1	0	26	0	0	27	353	0	"EJR"	0	26	0	0	27	353	0
"118"	"4/21/15"	1	4	"D"	12	2	1	"D"	1	10	1	0	3	0	128	0	7	0	"EJR"	0	3	0	128	0	7	0
"119"	"4/20/15"	1	4	"D"	13	3	6	"C"	0	2	1	0	0	0	0	0	170	0	"EJR"	0	0	0	0	0	170	0
"120"	"4/21/15"	1	4	"D"	14	3	5	"D"	1	1	1	0	0	0	0	0	156	0	"EJR"	0	0	0	0	0	156	0
"121"	"4/20/15"	1	4	"D"	15	3	4	"C"	0	3	1	0	354	2	0	4	344	0	"EJR"	0	354	2	0	4	344	0
"122"	"4/21/15"	1	4	"D"	16	3	3	"D"	1	11	1	0	0	100	0	42	19	0	"EJR"	0	0	100	0	42	19	0
"123"	"4/21/15"	1	4	"D"	17	3	2	"D"	1	8	1	0	382	52	1180	3	1	10	"EJR"	0	382	52	1180	3	1	10
"124"	"4/21/15"	1	4	"D"	18	3	1	"D"	1	2	1	66	645	38	2420	0	3	10000	"EJR"	66	645	38	2420	0	3	10000
"125"	"4/21/15"	1	4	"D"	19	4	6	"D"	1	3	1	0	26	0	0	0	336	0	"EJR"	0	26	0	0	0	336	0
"126"	"4/20/15"	1	4	"D"	20	4	5	"C"	0	1	1	0	8	0	0	0	40	0	"EJR"	0	8	0	0	0	40	0
"127"	"4/21/15"	1	4	"D"	21	4	4	"D"	1	2	1	0	1200	0	0	2	90	10000	"EJR"	0	1200	0	0	2	90	10000
"128"	"4/20/15"	1	4	"D"	23	4	2	"C"	0	6	1	0	9	0	0	0	15	0	"EJR"	0	9	0	0	0	15	0
"129"	"4/21/15"	1	4	"D"	24	4	1	"D"	1	1	1	0	1	0	0	0	58	1000	"sec"	0	1	0	0	0	58	1000
"130"	"4/20/15"	1	4	"D"	25	5	6	"C"	0	1	1	0	0	0	0	0	10	0	"EJR"	0	0	0	0	0	10	0
"131"	"4/20/15"	1	4	"D"	26	5	5	"C"	0	7	1	0	0	0	0	122	46	0	"EJR"	0	0	0	0	122	46	0
"132"	"4/21/15"	1	4	"D"	27	5	4	"D"	1	3	1	0	10	0	0	3	129	1000	"sec"	0	10	0	0	3	129	1000
"133"	"4/20/15"	1	4	"D"	28	5	3	"C"	0	2	1	0	78	0	0	0	154	0	"EJR"	0	78	0	0	0	154	0
"134"	"4/21/15"	1	4	"D"	29	5	2	"D"	1	2	1	0	122	0	272	1	89	1000	"sec"	0	122	0	272	1	89	1000
"135"	"4/21/15"	1	4	"D"	30	5	1	"D"	1	4	1	0	28	0	735	0	46	1000	"sec"	0	28	0	735	0	46	1000
"136"	"4/20/15"	1	4	"D"	31	6	6	"C"	0	5	1	0	228	98	0	0	132	0	"EJR"	0	228	98	0	0	132	0
"137"	"4/21/15"	1	4	"D"	32	6	5	"D"	1	9	1	0	0	346	0	0	10	0	"sec"	0	0	346	0	0	10	0
"138"	"4/21/15"	1	4	"D"	33	6	4	"D"	1	2	1	102	78	12	730	6	60	1000	"sec"	102	78	12	730	6	60	1000
"139"	"4/21/15"	1	4	"D"	34	6	3	"D"	1	6	1	5	74	0	330	13	35	10	"sec"	5	74	0	330	13	35	10
"140"	"4/21/15"	1	4	"D"	35	6	2	"D"	1	9	1	1	0	74	0	0	0	0	"sec"	1	0	74	0	0	0	0
"141"	"4/20/15"	1	4	"D"	36	6	1	"C"	0	4	1	0	426	20	0	0	104	0	"EJR"	0	426	20	0	0	104	0
"142"	"4/20/15"	1	5	"B"	1	1	6	"C"	0	11	1	0	0	0	0	0	170	0	"sec"	0	0	0	0	0	170	0
"143"	"4/20/15"	1	5	"B"	2	1	5	"C"	0	11	1	0	0	0	0	16	46	0	"sec"	0	0	0	0	16	46	0
"144"	"4/21/15"	1	5	"B"	3	1	4	"D"	1	4	1	11	0	102	1750	0	4	100	"EJR"	11	0	102	1750	0	4	100
"145"	"4/21/15"	1	5	"B"	4	1	3	"D"	1	1	1	2	0	15	1250	0	24	100000	"EJR"	2	0	15	1250	0	24	1e+05
"146"	"4/21/15"	1	5	"B"	5	1	2	"D"	1	11	1	0	0	150	0	2	2	0	"EJR"	0	0	150	0	2	2	0
"147"	"4/21/15"	1	5	"B"	6	1	1	"D"	1	7	1	0	0	34	6	4	48	0	"EJR"	0	0	34	6	4	48	0
"148"	"4/21/15"	1	5	"B"	7	2	6	"D"	1	1	1	22	0	50	120	0	78	100000	"EJR"	22	0	50	120	0	78	1e+05
"149"	"4/21/15"	1	5	"B"	8	2	5	"D"	1	5	1	9	7	226	56	0	110	0	"EJR"	9	7	226	56	0	110	0
"150"	"4/21/15"	1	5	"B"	9	2	4	"D"	1	4	1	0	24	24	28	0	112	10	"EJR"	0	24	24	28	0	112	10
"151"	"4/21/15"	1	5	"B"	10	2	3	"D"	1	7	1	0	2	78	2	2	38	10	"MAL"	0	2	78	2	2	38	10
"152"	"4/20/15"	1	5	"B"	11	2	2	"C"	0	11	1	0	0	0	0	0	46	0	"sec"	0	0	0	0	0	46	0
"153"	"4/21/15"	1	5	"B"	12	2	1	"D"	1	10	1	0	0	0	22	0	54	10	"MAL"	0	0	0	22	0	54	10
"154"	"4/20/15"	1	5	"B"	13	3	6	"C"	0	2	1	0	6	0	0	0	36	0	"sec"	0	6	0	0	0	36	0
"155"	"4/21/15"	1	5	"B"	14	3	5	"D"	1	1	1	0	0	0	1	0	102	100	"sec"	0	0	0	1	0	102	100
"156"	"4/20/15"	1	5	"B"	15	3	4	"C"	0	3	1	0	126	2	0	8	20	0	"sec"	0	126	2	0	8	20	0
"157"	"4/21/15"	1	5	"B"	16	3	3	"D"	1	11	1	0	0	32	0	70	10	0	"sec"	0	0	32	0	70	10	0
"158"	"4/21/15"	1	5	"B"	17	3	2	"D"	1	8	1	3	1	146	1	0	26	10	"sec"	3	1	146	1	0	26	10
"159"	"4/21/15"	1	5	"B"	19	4	6	"D"	1	3	1	0	700	34	0	10	84	100	"sec"	0	700	34	0	10	84	100
"160"	"4/20/15"	1	5	"B"	20	4	5	"C"	0	1	1	0	82	0	0	0	2	0	"sec"	0	82	0	0	0	2	0
"161"	"4/21/15"	1	5	"B"	21	4	4	"D"	1	2	1	0	204	90	250	4	98	1000	"sec"	0	204	90	250	4	98	1000
"162"	"4/21/15"	1	5	"B"	22	4	3	"D"	1	3	1	0	334	114	152	4	52	1000	"sec"	0	334	114	152	4	52	1000
"163"	"4/20/15"	1	5	"B"	23	4	2	"C"	0	6	1	0	374	8	0	0	2	0	"sec"	0	374	8	0	0	2	0
"164"	"4/21/15"	1	5	"B"	24	4	1	"D"	1	1	1	0	442	0	0	0	42	10000	"sec"	0	442	0	0	0	42	10000
"165"	"4/20/15"	1	5	"B"	25	5	6	"C"	0	1	1	0	102	0	0	0	14	0	"sec"	0	102	0	0	0	14	0
"166"	"4/20/15"	1	5	"B"	26	5	5	"C"	0	7	1	0	610	20	0	0	2	0	"sec"	0	610	20	0	0	2	0
"167"	"4/21/15"	1	5	"B"	27	5	4	"D"	1	3	1	0	598	68	10	0	12	10000	"sec"	0	598	68	10	0	12	10000
"168"	"4/20/15"	1	5	"B"	28	5	3	"C"	0	2	1	0	655	0	0	0	56	0	"sec"	0	655	0	0	0	56	0
"169"	"4/21/15"	1	5	"B"	29	5	2	"D"	1	2	1	0	4	166	322	0	20	1000	"sec"	0	4	166	322	0	20	1000
"170"	"4/21/15"	1	5	"B"	30	5	1	"D"	1	4	1	0	1	246	576	0	22	10000	"sec"	0	1	246	576	0	22	10000
"171"	"4/20/15"	1	5	"B"	31	6	6	"C"	0	5	1	0	236	0	0	0	112	0	"sec"	0	236	0	0	0	112	0
"172"	"4/21/15"	1	5	"B"	32	6	5	"D"	1	9	1	0	0	16	58	2	4	10	"sec"	0	0	16	58	2	4	10
"173"	"4/21/15"	1	5	"B"	33	6	4	"D"	1	2	1	62	24	6	72	0	28	100	"sec"	62	24	6	72	0	28	100
"174"	"4/21/15"	1	5	"B"	34	6	3	"D"	1	6	1	3	230	4	302	0	2	10	"sec"	3	230	4	302	0	2	10
"175"	"4/21/15"	1	5	"B"	35	6	2	"D"	1	9	1	0	0	66	0	0	2	0	"sec"	0	0	66	0	0	2	0
"176"	"4/20/15"	1	5	"B"	36	6	1	"C"	0	4	1	0	138	4	0	0	74	0	"sec"	0	138	4	0	0	74	0
"177"	"4/21/15"	2	6	"E"	1	1	6	"C"	0	4	1	0	0	0	0	0	128	0	"sec"	0	0	0	0	0	128	0
"178"	"4/21/15"	2	6	"E"	2	1	5	"C"	0	1	1	0	4	0	0	0	94	0	"EJR"	0	4	0	0	0	94	0
"179"	"4/22/15"	2	6	"E"	3	1	4	"D"	1	6	1	0	184	108	750	126	31	0	"EJR"	0	184	108	750	126	31	0
"180"	"4/21/15"	2	6	"E"	4	1	3	"C"	0	5	1	0	16	0	0	1	49	0	"sec"	0	16	0	0	1	49	0
"181"	"4/21/15"	2	6	"E"	5	1	2	"C"	0	7	1	0	4	0	0	0	40	0	"sec"	0	4	0	0	0	40	0
"182"	"4/21/15"	2	6	"E"	6	1	1	"C"	0	9	1	0	0	0	0	0	50	0	"sec"	0	0	0	0	0	50	0
"183"	"4/22/15"	2	6	"E"	7	2	6	"D"	1	5	1	0	116	0	0	86	62	100	"EJR"	0	116	0	0	86	62	100
"184"	"4/21/15"	2	6	"E"	8	2	5	"C"	0	4	1	0	1	0	0	7	372	0	"MAL"	0	1	0	0	7	372	0
"185"	"4/21/15"	2	6	"E"	9	2	4	"D"	1	2	1	0	1580	42	0	4	72	10000	"EJR"	0	1580	42	0	4	72	10000
"186"	"4/22/15"	2	6	"E"	10	2	3	"D"	1	11	1	0	0	92	0	22	2	0	"EJR"	0	0	92	0	22	2	0
"187"	"4/21/15"	2	6	"E"	11	2	2	"C"	0	3	1	0	0	0	0	3	47	0	"sec"	0	0	0	0	3	47	0
"188"	"4/22/15"	2	6	"E"	12	2	1	"D"	1	4	1	0	0	30	0	0	280	0	"EJR"	0	0	30	0	0	280	0
"189"	"4/21/15"	2	6	"E"	13	3	6	"C"	0	11	1	0	0	0	0	22	210	0	"MAL"	0	0	0	0	22	210	0
"190"	"4/22/15"	2	6	"E"	14	3	5	"D"	1	1	1	0	168	7	0	0	126	0	"EJR"	0	168	7	0	0	126	0
"191"	"4/21/15"	2	6	"E"	15	3	4	"C"	0	7	1	0	504	18	0	4	40	0	"sec"	0	504	18	0	4	40	0
"192"	"4/22/15"	2	6	"E"	16	3	3	"D"	1	11	1	3	0	96	0	144	4	0	"EJR"	3	0	96	0	144	4	0
"193"	"4/22/15"	2	6	"E"	17	3	2	"D"	1	10	1	0	1	114	1	15	11	0	"EJR"	0	1	114	1	15	11	0
"194"	"4/22/15"	2	6	"E"	18	3	1	"D"	1	3	1	0	86	410	0	11	95	0	"EJR"	0	86	410	0	11	95	0
